tender_id,state,department,winning_supplier,award_value,estimated_value,number_of_bidders,contract_duration,flags_str,prelim_risk_score,risk_stratum,value_bucket,source_dataset
UTT-UT-2021-01201,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,TATA PROJECTS LIMITED,303551518.7,281066221.02,1,21.0,"RF-1, RF-6",40,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
2018_HPIPH_24148_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,HYDRAULIC ENGINEERING COMPANY,34106258.0,15704723.0,3,21.76736111111111,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2019_PWD_26941_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER MANDI DIVISION NO I HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,V K GUPTA AND ASSOCIATES,102477000.0,115625000.0,7,20.729166666666668,NONE,0,LOW_RISK,MEGA (>5Cr),HIMACHAL_PRADESH
2019_HPIPH_30432_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,KAMAL KARAN,2850000.0,1950000.0,3,14.708333333333334,RF-5,20,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_19198_1-1846,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,SS ENGINEERING WORKS,2280000.0,1496308.0,4,6.208333333333333,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_FD_19656_1,HIMACHAL PRADESH,CONSERVATOR OF FORESTS,SHIV RAM,15919977.0,12285705.0,4,10.96875,NONE,0,LOW_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_UDDHP_16372_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,BROTHERS TRADERS,605525.0,300000.0,3,8.208333333333334,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_PWD_20277_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,YUDHVIR SINGH,881545.0,646789.0,3,11.958333333333334,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01089,CENTRAL,NHAI HIGHWAYS,GUPTA AND SONS CONTRACTOR,364343378.46,269883984.05,4,4.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEGA (>5Cr),CENTRAL_CPPP
2019_HPIPH_26804_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIJAY KUMAR C O VASUDEVA ELECTRICALS,2167550.0,1433539.0,3,19.916666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2019_HPIPH_28090_1-554,HIMACHAL PRADESH,EXECUTIVE ENGINEER HAMIRPUR,AJAY KUMAR,1183929.6,912998.0,4,8.083333333333334,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01222,RAJASTHAN,RAJASTHAN RAJYA VIDYUT PRASARAN,LARSEN AND TOUBRO CONSTRUCTION,4696505.47,4943689.96,2,21.0,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2017_PWD_14983_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,D S THAKUR,11021288.0,820756.0,8,23.75,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
UTT-UT-2021-01075,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,VANGUARD POWER SERVICES,191132600.41,141579704.0,4,30.0,RF-5,20,MEDIUM_RISK,MEGA (>5Cr),UTTAR_PRADESH
MAH-MA-2021-01163,MAHARASHTRA,MMRDA URBAN TRANSPORT,BHARAT DIAGNOSTIC SYSTEMS,2263362.79,1676565.03,2,30.0,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
RAJ-RA-2021-01206,RAJASTHAN,JAIPUR DEVELOPMENT AUTHORITY,AHLUWALIA CONTRACTS INDIA LIMITED,140809323.67,104303202.72,1,30.0,"RF-1, RF-5, RF-6",60,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
CEN-CE-2021-01126,CENTRAL,DEFENCE RESEARCH DEVELOPMENT ORG,KNR CONSTRUCTION,11276429.96,9805591.27,1,30.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_UDDHP_15234_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,VINAY KUMAR CHAUHAN,587332.0,500000.0,8,7.041666666666667,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01153,CENTRAL,DEFENCE RESEARCH DEVELOPMENT ORG,APEX MEDITECH SOLUTIONS,272854518.99,202114458.51,1,14.0,"RF-1, RF-5, RF-6",60,HIGH_RISK,MEGA (>5Cr),CENTRAL_CPPP
RAJ-RA-2021-01057,RAJASTHAN,JAIPUR DEVELOPMENT AUTHORITY,VANGUARD POWER SERVICES,2551717.16,2362701.08,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2020_HPIPH_37316_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER JAL SHAKTI DIVISION NAHAN,PREM SINGH,1107622.0,1546447.0,4,18.08333333333333,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_HPIPH_16906_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,SUNIL VERMA,4807434.72,4077565.0,5,7.055555555555555,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_15403_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,AJEET SINGH GOVERNMENT CONTRACTOR,207686.0,135899.0,12,20.291666666666668,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
UTT-UT-2021-01132,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,NCC LIMITED INFRASTRUCTURE,296434880.79,290622432.14,1,6.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
2017_UDDHP_14931_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,ANIL CHAUHAN,292627.0,212630.0,3,5.166666666666667,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_PWD_19806_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER SHILLAI,BIR SINGH,6015842.0,3502082.0,14,27.08333333333333,RF-5,20,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
KAR-KA-2021-01085,KARNATAKA,KARNATAKA RURAL INFRASTRUCTURE,LARSEN AND TOUBRO CONSTRUCTION,5066601.73,4967256.6,1,4.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2018_HPIPH_23120_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,REBOUND ENVIRO TECHNOLOGY PRIVATE LIMITED,3575000.0,2337316.0,5,21.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_16474_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER HAMIRPUR,SANJEEV KUMAR GOVERNMENT CONTRACTOR,3144094.0,2105645.0,2,6.6875,"RF-4, RF-5",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
MAH-MA-2021-01067,MAHARASHTRA,WATER RESOURCES DEPARTMENT MAHARASHTRA,PNC INFRATECH LIMITED,1343086.12,1167900.97,1,14.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
UTT-UT-2021-01122,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,PNC INFRATECH LIMITED,5668749.42,4929347.32,2,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
UTT-UT-2021-01151,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,ZENITH INFRASTRUCTURE PROJECTS,126277010.97,116923158.3,4,4.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
2017_UDDHP_15842_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,VINAY THAKUR,671773.0,433429.0,3,7.083333333333333,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_18081_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SATISH THAKUR,1902744.0,1100070.0,22,9.958333333333334,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_MC_20282_9,HIMACHAL PRADESH,EXECUTIVE ENGINEER ROADS AND BUILDINGS MUNICIPAL CORPORATION SHIMLA,NARESH VIJ GOVERNMENT CONTRACTOR,3251817.0,1896912.0,3,7.729166666666667,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_17131_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,BHUPENDER SINGH THAKUR,252081.0,161708.0,3,6.041666666666667,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
KAR-KA-2021-01006,KARNATAKA,BANGALORE METRO RAIL CORP,SHARMA ENGINEERING WORKS,4721107.17,4969586.5,4,14.0,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
2019_HPIPH_30434_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,HARMINDER SINGH,1580000.0,1085000.0,4,14.708333333333334,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01029,KARNATAKA,KARNATAKA RURAL INFRASTRUCTURE,DILIP BUILDCON LIMITED,1049263.76,1104488.17,1,4.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
2018_PWD_20084_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,JASVEER SINGH,1970819.0,1535685.0,9,6.690972222222222,RF-4,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
MAH-MA-2021-01035,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,ZENITH INFRASTRUCTURE PROJECTS,10626716.55,9240623.09,3,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
2018_HPIPH_21005_1-1676,HIMACHAL PRADESH,EXECUTIVE ENGINEER,DOGRA CONSTRUCTION COMPANY PRIVATE LIMITED,2787183.0,2787183.0,7,21.75,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01202,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,SHREE BALAJI ENTERPRISE,5892056.86,6202165.11,5,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
MAH-MA-2021-01296,MAHARASHTRA,MMRDA URBAN TRANSPORT,TATA PROJECTS LIMITED,3398242.17,3146520.53,1,14.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
2018_HPIPH_19837_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAJINDER SINGH,929000.0,1079699.0,5,21.83333333333333,RF-6,15,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_HPIPH_23283_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION NURPUR,SADEEP KUMAR,4742258.0,3847771.0,9,5.0,"RF-3, RF-4",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_15742_3,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NEW INDIA CONTRACTOR AND DEVELOPERS PRIVATE LIMITED,2805470.0,2147578.0,2,13.833333333333334,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_17982_1,HIMACHAL PRADESH,NAGAR PANCHAYAT REWALSAR,HARISH SHARMA,771175.0,856993.0,3,20.0,RF-2,25,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01297,CENTRAL,NHAI HIGHWAYS,DILIP BUILDCON LIMITED,3288810.99,3461906.3,3,6.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
2016_PWD_13923_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,R P DHIMAN,63311571.0,48037296.0,4,21.041666666666668,"RF-5, RF-6",35,HIGH_RISK,MEGA (>5Cr),HIMACHAL_PRADESH
2018_PWD_19819_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER MANDI DIVISION NO II HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,M S NAWAL KISHORE AND SONS,3172715.45,2852956.0,2,6.708333333333333,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
MAH-MA-2021-01127,MAHARASHTRA,WATER RESOURCES DEPARTMENT MAHARASHTRA,DILIP BUILDCON LIMITED,25812800.53,23900741.23,1,21.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
CEN-CE-2021-01093,CENTRAL,MINISTRY OF HEALTH FAMILY WELFARE,BHARAT DIAGNOSTIC SYSTEMS,20163817.21,21225070.75,4,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_UDDHP_17946_1-2763,HIMACHAL PRADESH,EXECUTIVE ENGINEER DMC,ROHIT,4557637.0,2987549.0,6,16.75,"RF-3, RF-5, RF-6",55,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_17314_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER DMC,AJAY KUMAR,1486833.0,962352.0,3,22.70833333333333,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01268,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,NCC LIMITED INFRASTRUCTURE,27858500.37,24224782.93,1,30.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
RAJ-RA-2021-01006,RAJASTHAN,JAIPUR DEVELOPMENT AUTHORITY,AHLUWALIA CONTRACTS INDIA LIMITED,264249302.72,259067943.84,3,6.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
2018_PWD_20210_1,HIMACHAL PRADESH,EXECUTIVE ENGINEE,M S SATISH KUMAR SHARMA,1086330.0,1075210.0,3,5.229166666666667,"RF-2, RF-4, RF-6",55,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01091,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,SHREE BALAJI ENTERPRISE,20634392.04,15284734.85,4,30.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_UDDHP_15565_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,SUBHASH CHAND RANA,336780.0,171617.0,2,8.083333333333334,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_15615_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SATYA PAL GOVERNMENT CONTRACTOR,1150328.0,822763.0,35,12.25,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01169,RAJASTHAN,JAIPUR DEVELOPMENT AUTHORITY,PNC INFRATECH LIMITED,210726328.66,206594439.86,1,4.0,"RF-1, RF-4",40,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
2016_HPIPH_12744_1-1966,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,SUNIL VERMA,4107601.87,2478091.0,8,12.875,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01250,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,APEX MEDITECH SOLUTIONS,4683470.72,4929969.18,2,6.0,"RF-3, RF-4",35,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
2016_PWD_12632_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER HP PUBLIC WORKS DEPARTMENT DIVISION KANGRA,VIRENDER PRASHAD SHARMA,2061000.0,1568700.0,4,25.041666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2016_PWD_13923_1-3031,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,DES RAJ AND COMPANY,68806264.94,48037296.0,4,21.041666666666668,"RF-5, RF-6",35,HIGH_RISK,MEGA (>5Cr),HIMACHAL_PRADESH
2017_PWD_16447_3,HIMACHAL PRADESH,EXECUTIVE ENGINEER DHAMI,SANJEEV KUMAR AGGARWAL,688311.0,591654.0,4,7.020833333333333,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
RAJ-RA-2021-01187,RAJASTHAN,RAJASTHAN RAJYA VIDYUT PRASARAN,AHLUWALIA CONTRACTS INDIA LIMITED,443077358.44,328205450.7,4,6.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
2019_HPIPH_27768_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NAIK ELECTRICAL WORKS,1693298.0,1114671.0,2,10.958333333333334,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_19375_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER ELECTRICAL,KUMAR ELECTRONICS COMPANY,1702786.0,1300850.0,3,18.95833333333333,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_14798_5,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VB CONST COMPANY,2103727.0,1883580.0,1,24.08333333333333,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_14798_10,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAJAT THAKUR,2580553.0,2328788.0,1,24.08333333333333,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2019_HPIPH_32137_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,DOGRA CONSTRUCTION COMPANY PRIVATE LIMITED,46565065.99,30171521.0,2,14.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_FDC_16062_1,HIMACHAL PRADESH,DIVISIONAL MANAGER,HEMRAJ VERMA,2518760.0,1640488.0,4,11.041666666666666,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01212,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,SHARMA ENGINEERING WORKS,1376636.09,1449090.62,1,14.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2016_PWD_13923_1-3032,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,SAHAB SINGH THAKUR,69990218.37,48037296.0,4,21.041666666666668,"RF-5, RF-6",35,HIGH_RISK,MEGA (>5Cr),HIMACHAL_PRADESH
2017_HPIPH_15152_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIJAY KUMAR KUSHWAHA,4203859.0,3000475.0,4,14.708333333333334,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01071,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,AHLUWALIA CONTRACTS INDIA LIMITED,6468094.07,4791180.8,2,4.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
MAH-MA-2021-01200,MAHARASHTRA,MAHARASHTRA PUBLIC WORKS DEPARTMENT,VANGUARD POWER SERVICES,6619787.0,4903545.92,2,21.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
RAJ-RA-2021-01172,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,VANGUARD POWER SERVICES,4453391.61,4687780.64,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2017_PWD_15417_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIRENDER KUMAR GOVERNMENT CONTRACTOR,190854.0,136525.0,14,20.0,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_14661_8,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,SAHAB SINGH THAKUR,2883290.0,2162991.0,3,20.041666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_22854_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NATIONAL INDIA CONSTRUCTION COMPANY,161470193.0,113513707.0,2,20.70833333333333,"RF-5, RF-6",35,HIGH_RISK,MEGA (>5Cr),HIMACHAL_PRADESH
CEN-CE-2021-01254,CENTRAL,NHAI HIGHWAYS,AHLUWALIA CONTRACTS INDIA LIMITED,18739309.79,16295051.99,1,30.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
CEN-CE-2021-01068,CENTRAL,INDIAN RAILWAYS,AHLUWALIA CONTRACTS INDIA LIMITED,4068570.78,3767195.17,8,6.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
2018_HPIPH_23672_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,KULBINDER SINGH GOVERNMENT CONTRACTOR,3304257.0,3460273.0,9,20.75,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_16555_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER B AND R SOLAN,SUMAN SHARMA,1484096.72,1506096.0,6,5.958333333333333,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_24776_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,THAKUR TRADERS,979980.0,650226.0,6,12.708333333333334,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
RAJ-RA-2021-01120,RAJASTHAN,RAJASTHAN RAJYA VIDYUT PRASARAN,AHLUWALIA CONTRACTS INDIA LIMITED,763816.59,867973.4,3,4.0,"RF-4, RF-6",30,HIGH_RISK,SMALL (<10L),RAJASTHAN
2017_PWD_16263_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,AJEET SINGH GOVERNMENT CONTRACTOR,388374.0,222910.0,17,9.291666666666666,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2019_PWD_26098_14,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIRENDER PRASHAD SHARMA,1654141.0,1288404.0,1,14.96875,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_16466_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHOPAL,GHANSHYAM RATHORE,1311958.0,863442.0,1,14.07986111111111,"RF-1, RF-5",45,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_17736_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,RAJESH KUMAR,706630.0,384061.0,4,6.916666666666667,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_UDDHP_15784_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,JEEVAN SINGH,305218.0,200000.0,3,6.083333333333333,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
KAR-KA-2021-01246,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,AHLUWALIA CONTRACTS INDIA LIMITED,6671238.4,4941658.07,3,30.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2019_HPIPH_25796_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,CHANDAN PARKASH,8337664.0,3057938.0,8,14.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_HPIPH_16816_1-1058,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,RAMA SHANKAER,3776959.28,2493776.0,6,10.25,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_16450_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,PAWAN KUMAR,4449900.0,4194153.0,3,5.0625,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_HPIPH_17291_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER,M S PARDEEP SUBLAIK,2791088.0,1642359.0,2,21.95833333333333,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
UTT-UT-2021-01029,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,BHARAT DIAGNOSTIC SYSTEMS,2400971.09,2527337.99,3,21.0,NONE,0,LOW_RISK,MEDIUM (10L-50L),UTTAR_PRADESH
2017_PWD_16927_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER ELECTRICAL DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,AKSHAY KUMAR,1440079.0,1291666.0,6,11.979166666666666,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01070,KARNATAKA,KARNATAKA RURAL INFRASTRUCTURE,GUPTA AND SONS CONTRACTOR,4361653.98,4956424.98,4,6.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
CEN-CE-2021-01190,CENTRAL,INDIAN RAILWAYS,NCC LIMITED INFRASTRUCTURE,4387588.77,4985896.33,3,14.0,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
RAJ-RA-2021-01166,RAJASTHAN,JAIPUR DEVELOPMENT AUTHORITY,ZENITH INFRASTRUCTURE PROJECTS,600211.56,682058.59,1,30.0,"RF-1, RF-6",40,HIGH_RISK,SMALL (<10L),RAJASTHAN
2019_HPIPH_31770_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,BIR SINGH,1399156.0,1057907.0,3,18.0,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
